,company_name,company_link,company_number,company_email
1476,bristol travel clinic,www.bristoltravelclinic.co.uk,+44 800 772 3575,info@bristoltravelclinic.co.uk
1477,cignpost diagnostics,www.expresstest.co.uk,+44 20 3384 0000,info@expresstest.co.uk
1478,nivha laboratory services ltd.,,+44 330 223 6419,covid19@nivha.net
1479,sorcha biotech,www.sorchabiotech.com,+44 141 237 4110,judy@sorchabiotech.co
1480,tamsel (uk) ltd,tamsel.co.uk,+44 20 3167 1228,info@tamsel.co.uk
1481,covid testing laboratories ltd,www.ctls.co.uk,+44 333 242 0889,orders@covidtestinglaboratories.com
1482,0001ace-thetix,testingservices.online,+44 20 7193 6318,covid@testingservices.online
1483,nivha laboratory services ltd,nivhacovid.net,+44 330 223 6419,covid@nivha.net
1484,recovery4life,www.recovery4life.co.uk,+44 333 344 5790,bookings@recovery4life.co.uk
1485,a1 global testing limited,a1globaltesting.com,+44 20 7337 2427,admin@a1globaltesting.com
1486,004 medical testing,4medicaltesting.co.uk,+44 161 989 5333,info@4medicaltesting.co.uk
1487,004 medical testing,4medicaltesting.co.uk,+44 161 989 5333,info@4medicaltesting.co.uk
1488,004 medical testing,4medicaltesting.co.uk,+44 161 989 5333,info@4medicaltesting.co.uk
1489,004 medical testing,4medicaltesting.co.uk,+44 161 989 5333,info@4medicaltesting.co.uk
1490,004 medical testing,4medicaltesting.co.uk,+44 161 989 5333,info@4medicaltesting.co.uk
1491,004 medical testing,4medicaltesting.co.uk,+44 161 989 5333,info@4medicaltesting.co.uk
1492,004 medical testing,4medicaltesting.co.uk,+44 161 989 5333,info@4medicaltesting.co.uk
1493,004 medical testing,4medicaltesting.co.uk,+44 161 989 5333,info@4medicaltesting.co.uk
1494,aeromedical consulting uk,www.aeromedicalconsulting.co.uk,+44 333 577 4944,covidtesting@aeromedicalconsulting.co.uk
1495,covid testing laboratories,www.ctls.co.uk,+44 333 335 0227,orders@covidtestinglaboratories.com
1496,travel test centre ltd,www.traveltestcentre.com,+44 20 3488 8976,info@traveltestcentre.com
1497,harveyrhys clinic,,+44 330 124 6530,testing@covidoc.co.uk
1498,qured,webform.qured.com,+44 20 3966 6924,support@qured.com
1499,uk event medics ltd,www.ukeventmedics.net,+44 1270 895177,info@ukeventmedics.net
1500,now test,www.nowtest.com,+44 20 3488 7870,support@nowteest.com
1501,af aesthetics (enoura medical),www.covidtesthub.co.uk,+44 20 7602 6745,info@covidtesthub.co.uk
1502,arriving uk,,+44 330 024 9176,info@arrivinguk.com
1503,"cheltenham, worcester & west midlands travel clinics",raylanetravelclinics.co.uk,+44 330133412,covidtest@raylane.co.uk
1504,d&a screening ltd,www.dnascreening.uk,+44 116 442 2712,info@dnascreening.uk
1505,enoura medical (af aesthetics),www.covidtesthub.co.uk,+44 20 7183 6465,info@covidtesthub.co.uk
1506,family medics,www.srfoundation.co.uk,+44 7483 172128,customerservice@srfoundation.co.uk
1507,family medics,srfoundation.co.uk,+44 7483 172128,customerservice@srfoundation.co.uk
1508,family medics,www.srfoundation.co.uk,+44 7483 172128,family.medics@srfoundation.co.uk
1509,forensic genomics innovation hub ltd,www.fgih.co.uk,+44 23 8011 8981,lab@fgih.co.uk
1510,one scientific ltd.,onescientific.co.uk,+44 117 938 2410,covidenquiries@onescientific.co.uk
1511,000 book a travel test,www.bookatraveltest.com,+44 20 3811 8197,support@bookatraveltest.com
1512,blindspot global ltd,blindspotglobal.com,+44 333 242 0580,info@blindspotglobal.com
1513,citydoc medical limited,www.citydoc.org.uk,+44 20 3325 0174,support@citydoc.org.uk
1514,citydoc medical limited,www.citydoc.org.uk,+44 20 3325 0174,support@citydoc.org.uk
1515,citydoc medical limited,www.citydoc.org.uk,+44 20 3325 0174,support@citydoc.org.uk
1516,citydoc medical limited,www.citydoc.org.uk,+44 20 3325 0174,support@citydoc.org.uk
1517,citydoc medical limited,www.citydoc.org.uk,+44 20 3325 0174,support@citydoc.org.uk
1518,citydoc medical limited,www.citydoc.org.uk,+44 20 3325 0174,support@citydoc.org.uk
1519,citydoc medical limited,www.citydoc.org.uk,+44 20 3325 0174,support@citydoc.org.uk
1520,citydoc medical limited,www.citydoc.org.uk,+44 20 3325 0174,support@citydoc.org.uk
1521,travel centre clapham ltd,,+44 20 7720 8701,covidtests@travelcentreclapham.com
1522,dgc health ltd,www.dgchealth.com,+44 7990 466916,admin@dgchealth.com
1523,fit to fly uk,www.fittoflyuk.com,+44 1708 981993,customercare@fittoflyuk.com
1524,tuli health,portal.tuli.health,+44 20 8067 6074,info@tuli.health
1525,vaccination uk ltd,travelvaccination.co.uk,+44 1462 459595,admin@vaccinationuk.co.uk
1526,claret diagnostics ltd,www.privatecovidtests.co.uk,,customerservices@claretdiagnostics.com
1527,cq doctor,cqdoctor.co.uk,+44 333 404 9512,tests@cqdoctor.uk
1528,audley pharmacy,audley-remedys.uk,+44 20 7493 6133,covid@audleypharmacy.london
1529,cq doctor,www.cqdoctor.co.uk,+44 333 404 9512,tests@cqdoctor.uk
1530,pharmasuite,pharmasuite.co.uk,+44 7935 809834,info@pharmasuite.co.uk
1531,remedys pharmacy,audley-remedys.uk,+44 20 7286 7255,covid@remedyspharmacy.london
1532,"www.covidfittoflytest.co.uk t/a nash travel, tourism and transport services ltd.",www.covidfittoflytest.co.uk,+44 7795 388789,info@covidfittoflytest.co.uk
1533,1 health hub ltd,www.1healthhub.co.uk,+44 1604 930385,info@thehealthhub.com
1534,jdoc medical limited (t/a jdoc365),www.jdoc365.co.uk,+44 20 3656 5657,covid19@jdoc365.co.uk
1535,jdoc medical linited (t/a jdoc365),,+44 20 3656 5657,covid19@jdoc365.co.uk
1536,mediscan diagnostic services,www.mediscanservices.co.uk,+44 161 820 1123,lab@mediscanservices.co.uk
1537,pharmesthetics ltd,www.samedayclinic.co.uk,+44 20 8050 4353,info@pharmesthetics.com
1538,world travel clinic,www.thepharmshop.com,+44 1753 867030,hello@worldtravelclinic.co.uk
1539,1affordabletest.com,1affordabletest.com,+44 20 3475 0940,travel@1affordabletest.com
1540,medchecks,medchecks.co.uk,+44 7791 142675,testing@medchecks.ie
1541,somdoc ltd / home2lab,home2lab.co.uk,+44 20 7117 2458,hello@home2lab.co.uk
1542,hawkes health,www.hawkeshealth.com,+44 800 193 6222,covidtest@hawkeshealth.com
1543,london vaccination clinic,www.londonvaccinationclinic.co.uk,+44 7990 755804,enquiries@360health.co.uk
1544,mdna life sciences (uk) ltd,www.nph-group.co.uk,+44 7768 333371,h.smart@mdnalifesciences.com
1545,minton treharne & davies laboratories limited,shop.minton.group,+44 29 2054 0000,c19support@minton.group
1546,nottinghamshire,emlcc.as.me,+44 7425 629538,covidtesting@eastmidlandslaserclinic.co.uk
1547,acorn occupational health ltd,www.acornoh.co.uk,+44 1260 27797,aburrows@acornoh.co.uk
1548,quick meds,www.quickmeds.co.uk,+44 121 628 5318,results@apothecare.co.uk
1549,rb health and safety solutions ltd,www.rbhealthandsafety.co.uk,+44 1424 205990,charlotte.collyer@rbhealthandsafety.co.uk
1550,travel centre clapham,www.travelcentreclapham.com,+44 20 7720 8701,covidtests@travelcentreclapham.com
1551,travel centre clapham,www.travelcentreclapham.com,+44 20 7720 8701,covidtests@travelcentreclapham.com
1552,travel centre clapham,www.travelcentreclapham.com,+44 20 7720 8701,covidtests@travelcentreclapham.com
1553,travel centre clapham,www.travelcentreclapham.com,+44 20 7720 8701,covidtests@travelcentreclapham.com
1554,4 medical testing,4medicaltesting.co.uk,+44 161 989 5333,info@4medicaltesting.co.uk
1555,alexandru livinschi (t/a bai long ltd),covid19getatest.co.uk,+44 7902 198555,office@covid19getatest.co.uk
1556,effect doctors,effectdoctors.com,+44 20 7305 7608,info@effectdoctors.com
1557,zoomdoc health,www.zoomdoc.com,+44 20 7993 2292,info@zoomdoc.com
1558,covid 19 private test ltd,covidtravelpcr.com,+44 330 133 3844,info@covidtravelpcr.com
1559,covid19 health clinics limited,,+44 121 794 7458,info@covid19healthclinics.com
1560,edgbaston private medical practice,www.epmpractice.co.uk,+44 121 454 9535,info@epmpractice.co.uk
1561,pyramid pharmacy woolwich,pyramidpharmacywoolwich.co.uk,+44 20 8317 1176,woolwich@pyramidpharmacy.co.uk
1562,south west london covid 19 testing centre,www.swltest.com,+44 7930 192187,info@swltest.com
1563,the melton clinic,www.themeltonclinic.co.uk,+44 1664 650550,info@themeltonclinic.co.uk
1564,vsm pharmacy,www.vsmpharmacy.co.uk,+44 1276 21002,digital@vsmpharmacy.co.uk
1565,dajani pharmacy,www.dajanipharmacy.com,+44 20 7589 8263,clinic@dajanipharmacy.com
1566,dr. wayne cotrell & co.,www.drwaynecottrell.com,+44 20 3197 9100,contact@drwaynecottrell.com
1567,edgcare private community family doctors,www.privatedoctorsnorthlondon.co.uk,+44 20 3818 9240,reception@edgcare.net
1568,global health travel clinic - longcross surrey,www.globalhealthtravelclinic.co.uk,+44 1932 943002,info@globalhealthtravelclinic.co.uk
1569,mdx healthcare ltd t/a medix,mdxhealthcare.com,+44 1438 940654,covid@mdxhealthcare.com
1570,solice health ltd,www.solice.health,+44 20 7459 4535,contact@solice.health
1571,medicspot,fgsaunderspharmacy.co.uk,+44 1753 863775,customerservices@fgsaunderspharmacy.co.uk
1572,dorset private gp,www.dpgpcovidtesting.co.uk,+44 1202 583920,info@dpgpcovidtesting.co.uk
1573,dorset private gp,www.dpgpcovidtesting.co.uk,+44 1202 583920,info@dpgpcovidtesting.co.uk
1574,dorset private gp,www.dpgpcovidtesting.co.uk,+44 1202 583920,info@dpgpcovidtesting.co.uk
1575,dorset private gp,www.dpgpcovidtesting.co.uk,+44 1202 583920,info@dpgpcovidtesting.co.uk
1576,dorset private gp,www.dpgpcovidtesting.co.uk,+44 1202 583920,info@dpgpcovidtesting.co.uk
1577,dorset private gp,www.dpgpcovidtesting.co.uk,+44 1202 583920,info@dpgpcovidtesting.co.uk
1578,dorset private gp,www.dpgpcovidtesting.co.uk,+44 1202 583920,info@dpgpcovidtesting.co.uk
1579,dorset private gp,www.dpgpcovidtesting.co.uk,+44 1202 583920,info@dpgpcovidtesting.co.uk
1580,dorset private gp,www.dpgpcovidtesting.co.uk,+44 1202 583920,info@dpgpcovidtesting.co.uk
1581,dorset private gp,www.dpgpcovidtesting.co.uk,+44 1202 583920,info@dpgpcovidtesting.co.uk
1582,dorset private gp,www.dpgpcovidtesting.co.uk,+44 1202 583920,info@dpgpcovidtesting.co.uk
1583,dorset private gp,www.dpgpcovidtesting.co.uk,+44 1202 583920,info@dpgpcovidtesting.co.uk
1584,dorset private gp,www.dpgpcovidtesting.co.uk,+44 1202 583920,info@dpgpcovidtesting.co.uk
1585,dorset private gp,www.dpgpcovidtesting.co.uk,+44 1202 583920,info@dpgpcovidtesting.co.uk
1586,dorset private gp,www.dpgpcovidtesting.co.uk,+44 1202 583920,info@dpgpcovidtesting.co.uk
1587,dorset private gp,www.dpgpcovidtesting.co.uk,+44 1202 583920,info@dpgpcovidtesting.co.uk
1588,lyca health,lycahealth.com,+44 20 7132 1440,enquiries@lycahealth.com
1589,the wellness people ltd,,+44 7752 095822,roshni@thewellnesspeople.co
1590,https://private-testing-providers.london.cloudapps.digital/refresh-cache?id=750482,www.occupationalhealthbristol.co.uk,+44 117 313 5203,hello@occupationalhealthbristol.co.uk
1591,doctap ltd,doctap.co.uk,+44 20 7183 3254,covid19@doctap.co.uk
1592,pyser testing,pysertesting.com,+44 20 7193 3740,sales@pysertesting.com
1593,sevenoaks gp t/a the private gp clinic,www.theprivategpclinic.co.uk,+44 1732 835212,info@theprivategpclinic.co.uk
1594,258 postal racoo screening ltd,www.racoorapidtesting.com,+44 1793 677480,info@racoo.co.uk
1595,an sf screening and vaccination service,www.sfvaccinations.co.uk,+44 113 873 0242,info@sfvaccinations.co.uk 
1596,calder pharmacy & medspa clinic of notting hill,www.medspa.co.uk,+44 20 7034 0156,info@medspa.co.uk
1597,dr. shilpa dave private gp teddington,www.privategp.org,+44 20 3303 0326,covidtest@privategp.org
1598,test to you,testtoyou.co.uk,+44 7872 172176,customercare@testtoyou.co.uk
1599,ambulance services 24 ltd,www.ambulanceservices24.co.uk,+44 1264 310303,info@ambulanceservices24.co.uk
1600,medical and rescue - london and lhr,www.medicalandrescue.co.uk,+44 1784 637999,enquiries@medicalandrescue.co.uk
1601,29 fleet street ltd t/a fleet street clinic,fleetstreetclinic.com,+44 20 7353 5678,testandrelease@fleetstreetclinic.com
1602,the hove practice,thehovepractice.co.uk,+44 1273 733830,reception@thehovepractice.co.uk
1603,samedaydoctor canary wharf,samedaydoctor.org,+44 20 7531 7120,canarywharf@samedaydoctor.co.uk
1604,occupational health bristol,www.occupationalhealthbristol.co.uk,+44 117 332 5097,hello@occupationalhealthbristol.co.uk
1605,coker chest clinic,www.chestclinic.co.uk,+44 20 7118 5600,info@chestclinic.co.uk
1606,my london pharmacy,www.mylondonpharmacy.co.uk,+44 20 4525 4599,info@mylondonpharmacy.co.uk
1607,123tests.co.uk,,+44 20 3148 2505,support@123tests.co.uk
1608,outcome diagnostics (outcomedx),123tests.co.uk,+44 20 3148 2505,support@123tests.co.uk
1609,blindspot global,www.blindspotglobal.com,+44 333 242 0580,info@blindspotglobal.com
1610,abicare health,abicarehealth.co.uk,+44 161 518 2999,results@abicarehealth.co.uk
1611,jdoc medical limited,,+44 20 3656 5657,covid19@jdoc365.co.uk
1612,iq  doctor,www.iqdoctor.co.uk,+44 7830 348783,help@iqdoctor.co.uk
1613,dante labs,www.dantelabs.co.uk,+44 808 196 5659,contact@dantelabs.com
1614,kurix health,,+44 808 196 5787,hello@kurixhealth.co.uk
1615,randox health airport testing,fly.randox.com,+44 800 254 5201,covidcustomersupport@randox.com
1616,now test,www.nowtest.com,+44 20 3488 7870,support@nowtest.com
1617,eurofins forensic services ltd,www.eurofins.co.uk,+44 1925 980595,covid19administration@eurofins.co.uk
1618,klinical enterprises ltd t/a national covid testing,nationalcovidtesting.co.uk,+44 116 304 6220,support@nationalcovidtesting.co.uk
1619,katalyst laboratories,katalystlaboratories.com,+44 20 7880 1804,testing@wearekatalyst.com
1620,randox health london limited,fly.randox.com,+44 800 254 5201,covidcustomersupport@randoxhealth.com
1621,citydoc medical limited,www.citydoc.org.uk,+44 1688 320318,support@citydoc.org.uk
1622,sirkka networks limited,www.sirkkaltd.com,+44 330 088 1263,day2day8@sirkkaltd.com
1623,shakib&neale limitd (107 harley street),harleystreetmaxillofacialclinic.com,+44 20 7935 8627,covidtesting@107harleystreet.co.uk
1624,the new foscote hospital,thefoscotehospital.co.uk,+44 1295 252281,covidtesting@foscote.hospital
1625,pharmacy led clinic,pharmacyledclinic.co.uk,+44 7729 483366,info@masterspharmacy.co.uk
1626,enoura medical (af aesthetics),www.covidtesthub.co.uk,+44 115 824 8444,info@covidtesthub.co.uk
1627,travel centre clapham ltd,www.travelcentreclapham.com,+44 20 7720 8701,covidtests@travelcentreclapham.com
1628,new street pharmacy,thetravelvaccineroom.co.uk,+44 7940 916597,info@thetravelvaccineroom.co.uk
1629,north and north west london covid tests,,+44 20 3191 6699,nanwlcovidtesting@gmail.com
1630,cht,,+44 20 3319 6469,contact@covidhometest.co
1631,ck doctors covid travel clinics,www.covidtravelclinics.com,+44 333 090 9494,support@covidtravelclinics.com
1632,my london pharmacy,www.mylondonpharmacy.co.uk,+44 20 8126 5156,info@mylondonpharmacy.co.uk
1633,123tests.co.uk,123tests.co.uk,+44 20 3148 2505,support@123tests.co.uk
1634,247hometesting.com,247hometesting.com,+44 20 3976 8353,info@247hometesting.com
1635,outcome diagnostics (outcomedx),www.outcomedx.com,+44 20 3148 2505,contact@outcome-diagnostics.co.uk
1636,123clinics,123clinics.co.uk,+44 121 817 0999,mail@123clinics.co.uk
1637,0044 covid test,,+44 20 3950 3394,hello@0044covidtest.com
1638,rivahealth,rivahealth.co.uk,+44 161 518 2999,info@rivahealth.co.uk
1639,private gp services uk ltd,privategpservices.co.uk,+44 1245 234134,info@privategpservices.co.uk
1640,iqdoctor,www.iqdoctor.co.uk,+44 121 753 4928,help@iqdoctor.co.uk
1641,sussex healthcare solutions ltd,,+44 323325445,sussexhealthcare@outlook.com
1642,travel test centre ltd,www.traveltestcentre.co.uk,+44 20 3488 8976,info@traveltestcentre.com
1643,biolab london ltd,,+44 7776 526772,customer.service@biolablondon.co.uk
1644,arriving uk,www.arrivinguk.com,+44 330 024 9176,info@arrivinguk.com
1645,"cheltenham, worcester & west midlands travel clinics",raylanetravelclinics.co.uk,+44 330 133 4124,covidtest@raylane.co.uk
1646,medi-park clinic,coronavirus.fitnessgenes.com,+44 1869 255770,support@fitnessgenes.com
1647,one scientific ltd,onescientific.co.uk,+44 117 938 2410,covidenquiries@onescientific.co.uk
1648,northway clinic,northwayclinic.co.uk,+44 20 3405 0860,info@northwayclinic.co.uk
1649,"t/a nash travel, tourism and transport services ltd",www.covidfittoflytest.co.uk,+44 7795 388789,info@covidfittoflytest.co.uk
1650,"pct healthcare t/a peak pharmacy, manor pharmacy, cox-robinson pharmacy",www.peakpharmacy.co.uk,+44 115 951 2092,pharmacy.online@pcthealthcare.com
1651,your doctor film and media,yourdoctorfm.com,+44 330 088 2163,info@yourdoctorfm.com
1652,alphamedicol ltd.,alphamedicol.co.uk,+44 330 223 6808,info@alphamedicol.co.uk
1653,@covid19 health clinics limited,,+44 20 3811 8545,info@covid19healthclinics.com
1654,bansals pharmacy (southend on sea),bansalspharmacy.co.uk,+44 1702 587500,bansalspharmacyservices@gmail.com
1655,"c & h esher ltd t/a central pharmacy, esher",www.centralpharmacyesher.com,+44 1372 464007,covidtestbookings@candhesher.com
1656,queen anne street medical centre,heartlungcentre.com,+44 20 7034 3301,enquiries@heartlungcentre.com
1657,medical and rescue,www.medicalandrescue.co.uk,+44 1784 637999,enquires@medicalandrescue.co.uk
1658,occupational health bristol,hhhdiagnostics.co.uk,+44 161 806 0420,info@hhhdiagnostics.co.uk
1659,123clinics,123clinics.co.uk,+44 121 817 0999,info@123clinics.co.uk
1660,004 medical testing,4medicaltesting.co.uk,+44 161 989 5333,info@medicaltesting.co.uk
1661,crown laboratories ltd,www.crownlabs-uk.com,+44 20 7193 3740,info@crownlabs-uk.com
1662,kurix health,www.kurixhealth.co.uk ,+44 808 196 5787,hello@kurixhealth.co.uk
1663,covid test pick and drop,covidtestpickanddrop.com,+44 20 3371 8814,support@conceptoclinic.co.uk
1664,reading fit to fly,www.readingfittofly.co.uk,+44 20 3875 5160,customerservice@readingfittofly.co.uk
1665,1west end medical practice uk ltd,1westendmedicalpracticeuk.com,+44 20 3137 5062,info@1westendmedicalpracticeuk.com
1666,mhf medical concierge,mhfcovidtesting.co.uk,+44 20 7060 1136,info@mhfcovidtesting.co.uk
1667,107 harley street,107harleystreet.co.uk,+44 20 7935 8627,covidtesting@107harleystreet.co.uk
1668,qured,qured.com,+44 333 016 4411,support@qured.com
1669,orchard clinic / orchard blood,,+44 20 3198 3100,pa@orchard-clinic.co.uk
1670,scotnursing & medical services (snms),scotnursing.com,+44 141 255 1222,info@scotnursing.com
1671,claret diagnostics ltd,www.privatecovidtests.co.uk,+44 7812 765833,customerservices@claretdiagnostics.com
1672,nph group,www.nph-group.co.uk,+44 191 605 3140,testing@nph-group.co.uk
1673,objective health ltd,www.objectivehealth.co.uk,+44 191 486 2425,info@objectivehealth.co.uk
1674,queen anne street medical centre,heartlungcentre.com,+44 20 7034 3301,enquiries@qasmc.com
1675,mlp,www.mylondonpharmacy.co.uk,+44 20 8126 5156,info@londontest.co.uk
1676,121 covicall,121covicall.com,+44 7942 322777,info@121covicall.com
1677,118testing,118testing.com,+44 20 3642 2142,contact@118testing.com
1678,118testing,,+44 20 3642 2142,contact@118testing.com
1679,1 affordabletest.com,1affordabletest.com,+44 20 3475 0940,travel@1affordabletest.com
1680,labmedexpert limited,patient.labmedexpert.co.uk,+44 7460 818350,day2andday8@labmedexpert.co.uk
1681,harley medic international,harleymedic.co.uk,+44 330 390 3666,info@harleymedic.co.uk
1682,peplobio,www.peplobio.co.uk,+44 1483 685190,info@peplobio.co.uk
1683,reading fit to fly/oxford road clinics ltd,www.readingfittofly.co.uk,+44 20 3875 5160,customerservice@readingfittofly.co.uk
1684,c-19 direct uk lab alliance by cambrige clinical laboratories & nonocus,c-19direct.com,+44 20 3002 6070,info@c-19direct.com
1685,247hometesting,247hometesting.com,+44 203976835,info@247hometesting.com
1686,"nivha laboratory services ltd, randox",,+44 330 223 6419,covid19@nivha.net
1687,jdoc medical limited ( t/a jdoc365),jdoc365.co.uk,+44 20 3656 5657,covid19@jdoc365.co.uk
1688,cq doctor,cqdoctor.co.uk,+44 333 404 9512,help@cqdoctor.co.uk
1689,blackburn travel clinic,blackburntravelclinic.co.uk,+44 1254 54988,info@blackburntravelclinic.co.uk
1690,covidfly,www.covidfly.co.uk,+44 7973 507048,enquiries@covidfly.co.uk
1691,kings medical centre,,+44 20 7723 7258,info@kingsmedicalcentre.london
1692,west midlands,www.shifa-pharmacy.co.uk,+44 121 439 8062,shifapharmacist@gmail.com
1693,klarity,klarity.health,+44 20 3239 9818,hello@getklarity.shop
1694,assuredscreening.com,www.assuredscreening.com,+44 800 135 7095,enquiries@assuredscreening.com
1695,the city & travel clinic,,+44 20 7062 2385,admin@thecityandtravelclinic.com
1696,orchard clinic / orchard blood,orchardblood.co.uk,+44 20 3198 3100,pa@orchard-clinic.co.uk
1697,pulmonics,,+44 7517 057681,contact@pulmonics.co.uk
1698,national covid testing (klinical enterprises ltd),,+44 116 304 6220,support@nationalcovidtesting.co.uk
1699,alphamedicol ltd,alphamedicol.co.uk,+44 330 223 6808,info@alphamedicol.co.uk
1700,church pharmacy weybridge,churchpharmacyclinic.co.uk,+44 333 577 4575,orders@churchpharmacyclinic.co.uk
1701,tac healthcare group,,+44 7845 005390,dinesh.venkama@tachealthcare.com
1702,nhl pharmacy,getavaccine.co.uk,+44 1772 700483,esales@nhlpharmacy.co.uk
1703,.0000covid 19 private test ltd,covidtravelpcr.com,+44 330 133 3844,info@covidtravelpcr.com
1704,dochq.co.uk,dochq.co.uk,+44 330 088 0645,covidtesthelp@dochq.co.uk
1705,saunders pharmacy,fgsaunderspharmacy.co.uk,+44 1753 863775,customerservices@fgsaunderspharmacy.co.uk
1706,digital health group ltd t/a pharma diagnostics,pcrdirect.co.uk,+44 20 8432 3309,info@pharmadiagnostics.co.uk
1707,your health first ltd,,+44 845 163 0458,info@yourhealthfirstltd.com
1708,nutraceuticals laboratory london limited,nutraceuticalslondon.co.uk,+44 20 8566 0608,info@nutraceuticalslondon.co.uk
1709,covid testing laboratories,covidtestinglaboratories.com,+44 333 335 0227,orders@covidtestinglaboratories.com
1710,zava,zavamed.com,+44 20 3588 0292,covidtraveltesting@zavamed.com
1711,test for now ltd,testfornow.co.uk,+44 141 628 5667,info@testfornow.co.uk
1712,ypchealth,www.ypchealth.co.uk,+44 113 531 4947,info@ypchealth.co.uk
1713,new street pharmacy t/a the travel vaccine room,thetravelvaccineroom.co.uk,+44 7940 916597,info@thetravelvaccineroom.co.uk
1714,tac healthcare group,www.tachealthcaregroup.com,+44 333 014 3488,c19@tachealthcare.com
1715,vitacheck,,+44 1992 500651,info@vitacheck.health
1716,clnq,www.clnq.com,+44 1565 362001,hello@clnq.com
1717,rb healthcare ltd,www.clearchemist.co.uk,+44 151 203 6535,admin@clearchemist.co.uk
1718,0000covid 19 private test ltd,covidtravelpcr.com,+44 330 133 3844,info@covidtravelpcr.com
1719,covid19 health clinics limited,,+44 20 3811 8545,info@covid19healthclinics.com
1720,g16 covid testing,www.coronatest.co.uk,+44 20 3991 6494,arrivals@coronatest.co.uk
1721,private-testing-providers london cloudapps digital refresh,www.occupationalhealthbristol.co.uk,+44 117 313 5203,hello@occupationalhealthbristol.co.uk
1722,01 harley street,01harleystreet.co.uk,+44 20 3886 1301,help@01harleystreet.co.uk
1723,elite safety clinic,,+44 7908 847341,info@elitesafetyclinic.com
1724,pcrtravel ltd london,pcrtravel.co.uk,+44 20 3475 7050,support@pcrtravel.co.uk
1725,nomad travel,www.nomadtravel.co.uk,+44 1902 943711,day2and8testing@nomadtravel.co.uk
1726,travel 19,www.travel19.co.uk,+44 330 175 2530,hello@travel19.co.uk
1727,randox health liverpoolone,,+44 800 254 5201,covidcustomersupport@randox.com
1728,nationwide pathology limited,nwp-online.co.uk,+44 1858 571322,
1729,randox health airport testing,fly.randox.com,+44 800 254 5201,covidsales@randox.com
1730,randox laboratories ltd,www.randoxhealth.com,+44 28 9442 2413,covidcustomersupport@randox.com
1731,everything genetic ltd,covidtests.everythinggeneticltd.co.uk,+44 1270 623179,covidtestbookings@everythinggeneticltd.co.uk
1732,katalyst laboratories,katalysthealth.uk,+44 20 7880 1804,testing@wearekatalyst.com
1733,lifecrest ltd trading as (lifecrest medical laboratory),lifecrest.co.uk,+44 1603 928868,admin@lifecrest.co.uk
1734,coop pharmacy,www.cooppharmacy.coop,+44 1902 357660,bilston.pharmacyhub@midcounties.coop
1735,project olive lindfield limited,projectolive.org,+44 7967 535361,nicola@projectolive.org
1736,@harley street nurses (t/a harley street nurses ltd),www.harleystreetnurses.com,+44 20 7637 5511,covidtest@harleystreetnurses.com
1737,my express testing,www.myexpresstesting.co.uk,+44 161 672 5190,enquiries@myexpresstesting.co.uk
1738,proviris solutions,provirissolutions.com,+44 037738641,support@provirissolutions.com
1739,1west end medical practice uk,1westendmedicalpracticeuk.com,+44 20 3137 5062,info@1westendmedicalpracticeuk.com
1740,1westendmedicalpracticeuk,,+44 20 3137 5062,info@1westendmedicalpracticeuk.com
1741,bestway national chemists t/a well pharmacy ltd,www.well.co.uk,+44 1782 597313,hello@well.co.uk
1742,ihomecare,www.ihomecare.co,+44 20 3719 9784,info@ihomecare.co
1743,guildhall pharmacy,,+44 1303 259414,info@guildhallpharmacy.co.uk
1744,covid test centre,www.covidtestcentre.net,+44 1224 608702,support@covidtestcentre.net
1745,aeromedical consulting uk,testingatamcuk.com,+44 333 577 4944,covidtesting@aeromedicalconsulting.co.uk
1746,jdoc medical limited,jdoc365.co.uk,+44 20 3656 5657,covid19@jdoc365.co.uk
1747,excalibur diagnostics ltd,testing.excaliburhealth.co.uk,+44 20 3002 4824,enquiries@excaliburhealth.co.uk
1748,claret diagnostics ltd,www.privatecovidtests.co.uk,+44 333 577 0939,customerservices@claretdiagnostics.coms.com
1749,cq doctor,www.cqdoctor.co.uk,+44 333 404 9512,help@cqdoctor.co.uk
1750,pexpo diagnostic,londontesting.co.uk,+44 20 3575 1209,info@pexpo.co.uk
1751,your health first,yourhealthfirstltd.com,+44 845 163 0458,info@yourhealthfirstltd.com
1752,al-shadhilli ltd,www.shifa-pharmacy.co.uk,+44 121 439 8062,shifapharmacist@gmail.com
1753,occupational health prime,www.covid.ohprime.co.uk,+44 1908 915899,covidtesting@ohprime.co.uk
1754,red 1 response,covid.red1response.com,+44 330 229 0112,hello@red1response.com
1755,everwell chinese medical centre ltd,www.everwell.co.uk,+44 20 7434 1697,info@everwell.co.uk
1756,pall mall medical (manchester) limited,www.pallmallmedical.co.uk,+44 330 058 4455,admin@pallmallmedical.co.uk
1757,audley pharmacy,,+44 20 7493 6133,covid@audleypharmacy.london
1758,test for now,testfornow.co.uk,+44 141 628 5667,info@testfornow.co.uk
1759,acorn occupational health ltd,www.acornoh.co.uk,+44 1260 277797,covid@acornoh.co.uk
1760,atropa blood clinic,,+44 1482 351209,fit2fly@atropabloodclinic.co.uk
1761,empire medicines ltd t/a empire pharmacy,empirepharmacy.co.uk,+44 161 258 6149,covid@empirepharmacy.co.uk
1762,london vaccination clinic,shop.londonvaccinationclinic.co.uk,+44 7990 755804,katy.peters@360health.co.uk
